Order_id,Item_id,Product_id,Quantity,List_price,Discount,discount1,dis_amount,Total_price,Product_name
334,1,16,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
334,2,9,1,3000,5%,0.05,150,2850,Trek Conduit+ - 2016
334,3,3,2,1000,5%,0.05,100,1900,Surly Wednesday Frameset - 2016
335,1,6,1,470,10%,0.1,47,423,Surly Ice Cream Truck Frameset - 2016
335,2,2,2,750,10%,0.1,150,1350,Ritchey Timberwolf Frameset - 2016
335,3,21,1,270,7%,0.07,18.9,251.1,Electra Cruiser 1 (24-Inch) - 2016
336,1,4,1,2900,10%,0.1,290,2610,Trek Fuel EX 8 29 - 2016
336,2,12,1,550,20%,0.2,110,440,Electra Townie Original 21D - 2016
337,1,18,1,449,5%,0.05,22.45,426.55,Pure Cycles Western 3-Speed - Women's - 2015/2016
337,2,4,1,2900,5%,0.05,145,2755,Trek Fuel EX 8 29 - 2016
338,1,6,2,470,7%,0.07,65.8,874.2,Surly Ice Cream Truck Frameset - 2016
338,2,10,1,1549,7%,0.07,108.43,1440.57,Surly Straggler - 2016
338,3,22,1,270,10%,0.1,27,243,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
338,4,11,2,1681,7%,0.07,235.34,3126.66,Surly Straggler 650b - 2016
338,5,9,1,3000,5%,0.05,150,2850,Trek Conduit+ - 2016
339,1,13,1,270,10%,0.1,27,243,Electra Cruiser 1 (24-Inch) - 2016
339,2,15,2,530,5%,0.05,53,1007,Electra Moto 1 - 2016
340,1,11,1,1681,5%,0.05,84.05,1596.95,Surly Straggler 650b - 2016
340,2,24,1,550,5%,0.05,27.5,522.5,Electra Townie Original 21D - 2016
340,3,13,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
340,4,12,2,550,7%,0.07,77,1023,Electra Townie Original 21D - 2016
340,5,10,2,1549,10%,0.1,309.8,2788.2,Surly Straggler - 2016
341,1,23,2,300,5%,0.05,30,570,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
342,1,26,1,600,7%,0.07,42,558,Electra Townie Original 7D EQ - 2016
342,2,9,1,3000,20%,0.2,600,2400,Trek Conduit+ - 2016
342,3,16,2,600,10%,0.1,120,1080,Electra Townie Original 7D EQ - 2016
343,1,20,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - Women's - 2016
343,2,25,1,500,5%,0.05,25,475,Electra Townie Original 7D - 2015/2016
343,3,5,2,1321,5%,0.05,132.1,2509.9,Heller Shagamaw Frame - 2016
343,4,10,1,1549,10%,0.1,154.9,1394.1,Surly Straggler - 2016
344,1,22,1,270,5%,0.05,13.5,256.5,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
344,2,18,2,449,7%,0.07,62.86,835.14,Pure Cycles Western 3-Speed - Women's - 2015/2016
344,3,14,1,270,20%,0.2,54,216,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
345,1,18,2,449,10%,0.1,89.8,808.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
345,2,24,2,550,7%,0.07,77,1023,Electra Townie Original 21D - 2016
346,1,13,1,270,7%,0.07,18.9,251.1,Electra Cruiser 1 (24-Inch) - 2016
346,2,23,1,300,20%,0.2,60,240,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
346,3,21,1,270,10%,0.1,27,243,Electra Cruiser 1 (24-Inch) - 2016
346,4,15,1,530,5%,0.05,26.5,503.5,Electra Moto 1 - 2016
346,5,18,2,449,5%,0.05,44.9,853.1,Pure Cycles Western 3-Speed - Women's - 2015/2016
347,1,23,1,300,7%,0.07,21,279,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
348,1,5,2,1321,5%,0.05,132.1,2509.9,Heller Shagamaw Frame - 2016
348,2,15,2,530,7%,0.07,74.2,985.8,Electra Moto 1 - 2016
349,1,20,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - Women's - 2016
350,1,6,2,470,5%,0.05,47,893,Surly Ice Cream Truck Frameset - 2016
350,2,20,1,600,7%,0.07,42,558,Electra Townie Original 7D EQ - Women's - 2016
350,3,3,1,1000,7%,0.07,70,930,Surly Wednesday Frameset - 2016
351,1,4,2,2900,5%,0.05,290,5510,Trek Fuel EX 8 29 - 2016
351,2,24,2,550,10%,0.1,110,990,Electra Townie Original 21D - 2016
351,3,20,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - Women's - 2016
351,4,22,2,270,7%,0.07,37.8,502.2,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
352,1,11,1,1681,20%,0.2,336.2,1344.8,Surly Straggler 650b - 2016
352,2,14,1,270,20%,0.2,54,216,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
353,1,2,2,750,20%,0.2,300,1200,Ritchey Timberwolf Frameset - 2016
354,1,21,1,270,20%,0.2,54,216,Electra Cruiser 1 (24-Inch) - 2016
354,2,19,1,449,5%,0.05,22.45,426.55,Pure Cycles William 3-Speed - 2016
355,1,16,1,600,10%,0.1,60,540,Electra Townie Original 7D EQ - 2016
355,2,14,2,270,7%,0.07,37.8,502.2,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
356,1,23,2,300,5%,0.05,30,570,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
356,2,4,1,2900,5%,0.05,145,2755,Trek Fuel EX 8 29 - 2016
356,3,13,1,270,5%,0.05,13.5,256.5,Electra Cruiser 1 (24-Inch) - 2016
357,1,17,2,429,5%,0.05,42.9,815.1,Pure Cycles Vine 8-Speed - 2016
357,2,21,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
357,3,24,1,550,7%,0.07,38.5,511.5,Electra Townie Original 21D - 2016
357,4,9,1,3000,5%,0.05,150,2850,Trek Conduit+ - 2016
358,1,21,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
358,2,6,2,470,7%,0.07,65.8,874.2,Surly Ice Cream Truck Frameset - 2016
358,3,8,2,1800,5%,0.05,180,3420,Trek Remedy 29 Carbon Frameset - 2016
358,4,18,2,449,10%,0.1,89.8,808.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
359,1,15,2,530,7%,0.07,74.2,985.8,Electra Moto 1 - 2016
359,2,9,2,3000,7%,0.07,420,5580,Trek Conduit+ - 2016
359,3,7,2,4000,20%,0.2,1600,6400,Trek Slash 8 27.5 - 2016
360,1,26,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - 2016
360,2,7,2,4000,20%,0.2,1600,6400,Trek Slash 8 27.5 - 2016
360,3,13,2,270,5%,0.05,27,513,Electra Cruiser 1 (24-Inch) - 2016
360,4,25,1,500,10%,0.1,50,450,Electra Townie Original 7D - 2015/2016
361,1,24,2,550,5%,0.05,55,1045,Electra Townie Original 21D - 2016
361,2,6,2,470,10%,0.1,94,846,Surly Ice Cream Truck Frameset - 2016
361,3,11,1,1681,10%,0.1,168.1,1512.9,Surly Straggler 650b - 2016
362,1,2,1,750,7%,0.07,52.5,697.5,Ritchey Timberwolf Frameset - 2016
363,1,21,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
363,2,14,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
363,3,15,1,530,10%,0.1,53,477,Electra Moto 1 - 2016
363,4,20,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - Women's - 2016
364,1,25,2,500,5%,0.05,50,950,Electra Townie Original 7D - 2015/2016
365,1,24,2,550,7%,0.07,77,1023,Electra Townie Original 21D - 2016
366,1,21,1,270,10%,0.1,27,243,Electra Cruiser 1 (24-Inch) - 2016
366,2,4,1,2900,7%,0.07,203,2697,Trek Fuel EX 8 29 - 2016
366,3,16,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
367,1,26,2,600,10%,0.1,120,1080,Electra Townie Original 7D EQ - 2016
367,2,14,1,270,5%,0.05,13.5,256.5,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
367,3,10,2,1549,5%,0.05,154.9,2943.1,Surly Straggler - 2016
368,1,5,1,1321,20%,0.2,264.2,1056.8,Heller Shagamaw Frame - 2016
368,2,10,2,1549,20%,0.2,619.6,2478.4,Surly Straggler - 2016
368,3,21,2,270,10%,0.1,54,486,Electra Cruiser 1 (24-Inch) - 2016
368,4,19,1,449,5%,0.05,22.45,426.55,Pure Cycles William 3-Speed - 2016
369,1,10,2,1549,7%,0.07,216.86,2881.14,Surly Straggler - 2016
370,1,25,2,500,5%,0.05,50,950,Electra Townie Original 7D - 2015/2016
370,2,4,2,2900,10%,0.1,580,5220,Trek Fuel EX 8 29 - 2016
371,1,14,1,270,20%,0.2,54,216,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
371,2,12,1,550,20%,0.2,110,440,Electra Townie Original 21D - 2016
372,1,11,1,1681,5%,0.05,84.05,1596.95,Surly Straggler 650b - 2016
372,2,14,2,270,10%,0.1,54,486,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
372,3,5,1,1321,10%,0.1,132.1,1188.9,Heller Shagamaw Frame - 2016
373,1,8,2,1800,5%,0.05,180,3420,Trek Remedy 29 Carbon Frameset - 2016
373,2,22,1,270,10%,0.1,27,243,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
373,3,19,2,449,20%,0.2,179.6,718.4,Pure Cycles William 3-Speed - 2016
373,4,12,1,550,10%,0.1,55,495,Electra Townie Original 21D - 2016
373,5,13,1,270,10%,0.1,27,243,Electra Cruiser 1 (24-Inch) - 2016
374,1,10,1,1549,10%,0.1,154.9,1394.1,Surly Straggler - 2016
374,2,7,1,4000,7%,0.07,280,3720,Trek Slash 8 27.5 - 2016
375,1,21,2,270,5%,0.05,27,513,Electra Cruiser 1 (24-Inch) - 2016
375,2,2,2,750,5%,0.05,75,1425,Ritchey Timberwolf Frameset - 2016
375,3,4,2,2900,7%,0.07,406,5394,Trek Fuel EX 8 29 - 2016
375,4,12,2,550,5%,0.05,55,1045,Electra Townie Original 21D - 2016
376,1,2,2,750,7%,0.07,105,1395,Ritchey Timberwolf Frameset - 2016
376,2,23,2,300,10%,0.1,60,540,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
377,1,8,1,1800,5%,0.05,90,1710,Trek Remedy 29 Carbon Frameset - 2016
377,2,14,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
378,1,26,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - 2016
379,1,9,1,3000,7%,0.07,210,2790,Trek Conduit+ - 2016
379,2,16,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - 2016
380,1,16,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - 2016
380,2,11,2,1681,5%,0.05,168.1,3193.9,Surly Straggler 650b - 2016
381,1,21,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
382,1,8,1,1800,10%,0.1,180,1620,Trek Remedy 29 Carbon Frameset - 2016
382,2,9,1,3000,10%,0.1,300,2700,Trek Conduit+ - 2016
382,3,13,1,270,7%,0.07,18.9,251.1,Electra Cruiser 1 (24-Inch) - 2016
383,1,19,1,449,7%,0.07,31.43,417.57,Pure Cycles William 3-Speed - 2016
383,2,22,2,270,5%,0.05,27,513,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
383,3,13,1,270,10%,0.1,27,243,Electra Cruiser 1 (24-Inch) - 2016
383,4,21,2,270,5%,0.05,27,513,Electra Cruiser 1 (24-Inch) - 2016
383,5,14,1,270,10%,0.1,27,243,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
384,1,20,1,600,10%,0.1,60,540,Electra Townie Original 7D EQ - Women's - 2016
384,2,21,2,270,20%,0.2,108,432,Electra Cruiser 1 (24-Inch) - 2016
384,3,8,1,1800,5%,0.05,90,1710,Trek Remedy 29 Carbon Frameset - 2016
384,4,15,1,530,10%,0.1,53,477,Electra Moto 1 - 2016
384,5,4,1,2900,20%,0.2,580,2320,Trek Fuel EX 8 29 - 2016
385,1,21,1,270,7%,0.07,18.9,251.1,Electra Cruiser 1 (24-Inch) - 2016
385,2,7,2,4000,20%,0.2,1600,6400,Trek Slash 8 27.5 - 2016
385,3,26,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - 2016
386,1,8,1,1800,20%,0.2,360,1440,Trek Remedy 29 Carbon Frameset - 2016
386,2,3,2,1000,5%,0.05,100,1900,Surly Wednesday Frameset - 2016
386,3,16,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
387,1,18,1,449,20%,0.2,89.8,359.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
388,1,19,2,449,20%,0.2,179.6,718.4,Pure Cycles William 3-Speed - 2016
388,2,13,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
388,3,2,1,750,7%,0.07,52.5,697.5,Ritchey Timberwolf Frameset - 2016
388,4,11,1,1681,10%,0.1,168.1,1512.9,Surly Straggler 650b - 2016
389,1,2,1,750,7%,0.07,52.5,697.5,Ritchey Timberwolf Frameset - 2016
389,2,15,2,530,7%,0.07,74.2,985.8,Electra Moto 1 - 2016
389,3,10,2,1549,5%,0.05,154.9,2943.1,Surly Straggler - 2016
389,4,5,1,1321,5%,0.05,66.05,1254.95,Heller Shagamaw Frame - 2016
389,5,9,1,3000,20%,0.2,600,2400,Trek Conduit+ - 2016
390,1,23,1,300,5%,0.05,15,285,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
390,2,7,2,4000,7%,0.07,560,7440,Trek Slash 8 27.5 - 2016
390,3,9,1,3000,5%,0.05,150,2850,Trek Conduit+ - 2016
391,1,8,1,1800,7%,0.07,126,1674,Trek Remedy 29 Carbon Frameset - 2016
391,2,5,2,1321,20%,0.2,528.4,2113.6,Heller Shagamaw Frame - 2016
391,3,24,2,550,7%,0.07,77,1023,Electra Townie Original 21D - 2016
392,1,14,2,270,10%,0.1,54,486,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
392,2,3,2,1000,5%,0.05,100,1900,Surly Wednesday Frameset - 2016
393,1,6,2,470,20%,0.2,188,752,Surly Ice Cream Truck Frameset - 2016
394,1,23,1,300,5%,0.05,15,285,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
394,2,16,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - 2016
394,3,14,2,270,20%,0.2,108,432,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
395,1,14,1,270,5%,0.05,13.5,256.5,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
396,1,12,1,550,10%,0.1,55,495,Electra Townie Original 21D - 2016
396,2,25,2,500,5%,0.05,50,950,Electra Townie Original 7D - 2015/2016
396,3,5,1,1321,20%,0.2,264.2,1056.8,Heller Shagamaw Frame - 2016
397,1,7,1,4000,5%,0.05,200,3800,Trek Slash 8 27.5 - 2016
398,1,8,2,1800,5%,0.05,180,3420,Trek Remedy 29 Carbon Frameset - 2016
398,2,18,2,449,5%,0.05,44.9,853.1,Pure Cycles Western 3-Speed - Women's - 2015/2016
398,3,25,1,500,20%,0.2,100,400,Electra Townie Original 7D - 2015/2016
398,4,17,1,429,5%,0.05,21.45,407.55,Pure Cycles Vine 8-Speed - 2016
399,1,25,1,500,5%,0.05,25,475,Electra Townie Original 7D - 2015/2016
399,2,11,2,1681,5%,0.05,168.1,3193.9,Surly Straggler 650b - 2016
399,3,14,1,270,10%,0.1,27,243,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
400,1,24,2,550,7%,0.07,77,1023,Electra Townie Original 21D - 2016
400,2,9,1,3000,20%,0.2,600,2400,Trek Conduit+ - 2016
400,3,3,2,1000,20%,0.2,400,1600,Surly Wednesday Frameset - 2016
401,1,23,1,300,20%,0.2,60,240,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
401,2,10,2,1549,20%,0.2,619.6,2478.4,Surly Straggler - 2016
402,1,6,2,470,7%,0.07,65.8,874.2,Surly Ice Cream Truck Frameset - 2016
402,2,5,1,1321,7%,0.07,92.47,1228.53,Heller Shagamaw Frame - 2016
402,3,26,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - 2016
403,1,12,2,550,10%,0.1,110,990,Electra Townie Original 21D - 2016
403,2,7,2,4000,20%,0.2,1600,6400,Trek Slash 8 27.5 - 2016
403,3,22,2,270,5%,0.05,27,513,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
403,4,24,1,550,20%,0.2,110,440,Electra Townie Original 21D - 2016
404,1,9,1,3000,7%,0.07,210,2790,Trek Conduit+ - 2016
404,2,25,2,500,5%,0.05,50,950,Electra Townie Original 7D - 2015/2016
404,3,16,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
405,1,3,2,1000,20%,0.2,400,1600,Surly Wednesday Frameset - 2016
405,2,10,2,1549,10%,0.1,309.8,2788.2,Surly Straggler - 2016
405,3,14,2,270,7%,0.07,37.8,502.2,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
406,1,4,1,2900,20%,0.2,580,2320,Trek Fuel EX 8 29 - 2016
407,1,20,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - Women's - 2016
407,2,5,1,1321,5%,0.05,66.05,1254.95,Heller Shagamaw Frame - 2016
408,1,18,1,449,20%,0.2,89.8,359.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
408,2,3,1,1000,7%,0.07,70,930,Surly Wednesday Frameset - 2016
408,3,2,2,750,7%,0.07,105,1395,Ritchey Timberwolf Frameset - 2016
408,4,17,2,429,20%,0.2,171.6,686.4,Pure Cycles Vine 8-Speed - 2016
409,1,15,1,530,7%,0.07,37.1,492.9,Electra Moto 1 - 2016
409,2,16,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
409,3,21,1,270,5%,0.05,13.5,256.5,Electra Cruiser 1 (24-Inch) - 2016
410,1,25,1,500,10%,0.1,50,450,Electra Townie Original 7D - 2015/2016
410,2,9,2,3000,5%,0.05,300,5700,Trek Conduit+ - 2016
410,3,24,2,550,10%,0.1,110,990,Electra Townie Original 21D - 2016
411,1,2,1,750,7%,0.07,52.5,697.5,Ritchey Timberwolf Frameset - 2016
411,2,26,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - 2016
412,1,7,1,4000,10%,0.1,400,3600,Trek Slash 8 27.5 - 2016
412,2,24,1,550,7%,0.07,38.5,511.5,Electra Townie Original 21D - 2016
412,3,17,1,429,10%,0.1,42.9,386.1,Pure Cycles Vine 8-Speed - 2016
413,1,8,2,1800,5%,0.05,180,3420,Trek Remedy 29 Carbon Frameset - 2016
413,2,25,1,500,10%,0.1,50,450,Electra Townie Original 7D - 2015/2016
413,3,9,1,3000,7%,0.07,210,2790,Trek Conduit+ - 2016
414,1,4,2,2900,10%,0.1,580,5220,Trek Fuel EX 8 29 - 2016
415,1,3,1,1000,7%,0.07,70,930,Surly Wednesday Frameset - 2016
415,2,23,2,300,20%,0.2,120,480,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
415,3,5,1,1321,20%,0.2,264.2,1056.8,Heller Shagamaw Frame - 2016
415,4,6,2,470,5%,0.05,47,893,Surly Ice Cream Truck Frameset - 2016
416,1,22,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
416,2,14,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
416,3,24,1,550,10%,0.1,55,495,Electra Townie Original 21D - 2016
417,1,26,2,600,7%,0.07,84,1116,Electra Townie Original 7D EQ - 2016
417,2,6,2,470,7%,0.07,65.8,874.2,Surly Ice Cream Truck Frameset - 2016
418,1,12,1,550,5%,0.05,27.5,522.5,Electra Townie Original 21D - 2016
418,2,20,1,600,5%,0.05,30,570,Electra Townie Original 7D EQ - Women's - 2016
419,1,9,1,3000,5%,0.05,150,2850,Trek Conduit+ - 2016
420,1,17,2,429,20%,0.2,171.6,686.4,Pure Cycles Vine 8-Speed - 2016
420,2,15,2,530,10%,0.1,106,954,Electra Moto 1 - 2016
420,3,3,2,1000,5%,0.05,100,1900,Surly Wednesday Frameset - 2016
421,1,6,2,470,7%,0.07,65.8,874.2,Surly Ice Cream Truck Frameset - 2016
421,2,3,2,1000,20%,0.2,400,1600,Surly Wednesday Frameset - 2016
421,3,20,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - Women's - 2016
421,4,4,1,2900,7%,0.07,203,2697,Trek Fuel EX 8 29 - 2016
421,5,23,2,300,20%,0.2,120,480,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
422,1,20,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - Women's - 2016
423,1,8,2,1800,5%,0.05,180,3420,Trek Remedy 29 Carbon Frameset - 2016
423,2,17,1,429,20%,0.2,85.8,343.2,Pure Cycles Vine 8-Speed - 2016
423,3,23,2,300,7%,0.07,42,558,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
423,4,2,1,750,20%,0.2,150,600,Ritchey Timberwolf Frameset - 2016
424,1,22,1,270,10%,0.1,27,243,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
424,2,6,1,470,5%,0.05,23.5,446.5,Surly Ice Cream Truck Frameset - 2016
425,1,6,1,470,10%,0.1,47,423,Surly Ice Cream Truck Frameset - 2016
425,2,21,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
425,3,19,1,449,5%,0.05,22.45,426.55,Pure Cycles William 3-Speed - 2016
426,1,10,1,1549,10%,0.1,154.9,1394.1,Surly Straggler - 2016
426,2,23,2,300,5%,0.05,30,570,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
427,1,12,2,550,7%,0.07,77,1023,Electra Townie Original 21D - 2016
427,2,15,2,530,10%,0.1,106,954,Electra Moto 1 - 2016
427,3,26,2,600,7%,0.07,84,1116,Electra Townie Original 7D EQ - 2016
428,1,5,2,1321,20%,0.2,528.4,2113.6,Heller Shagamaw Frame - 2016
428,2,14,1,270,20%,0.2,54,216,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
429,1,11,1,1681,20%,0.2,336.2,1344.8,Surly Straggler 650b - 2016
429,2,4,2,2900,10%,0.1,580,5220,Trek Fuel EX 8 29 - 2016
429,3,5,2,1321,5%,0.05,132.1,2509.9,Heller Shagamaw Frame - 2016
429,4,6,1,470,7%,0.07,32.9,437.1,Surly Ice Cream Truck Frameset - 2016
429,5,2,1,750,10%,0.1,75,675,Ritchey Timberwolf Frameset - 2016
430,1,22,2,270,10%,0.1,54,486,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
430,2,11,1,1681,7%,0.07,117.67,1563.33,Surly Straggler 650b - 2016
430,3,4,2,2900,20%,0.2,1160,4640,Trek Fuel EX 8 29 - 2016
430,4,13,2,270,20%,0.2,108,432,Electra Cruiser 1 (24-Inch) - 2016
430,5,8,1,1800,20%,0.2,360,1440,Trek Remedy 29 Carbon Frameset - 2016
431,1,14,2,270,20%,0.2,108,432,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
431,2,6,1,470,10%,0.1,47,423,Surly Ice Cream Truck Frameset - 2016
431,3,18,1,449,20%,0.2,89.8,359.2,Pure Cycles Western 3-Speed - Women's - 2015/2016
431,4,13,2,270,7%,0.07,37.8,502.2,Electra Cruiser 1 (24-Inch) - 2016
431,5,19,1,449,7%,0.07,31.43,417.57,Pure Cycles William 3-Speed - 2016
432,1,10,2,1549,20%,0.2,619.6,2478.4,Surly Straggler - 2016
432,2,7,2,4000,5%,0.05,400,7600,Trek Slash 8 27.5 - 2016
433,1,6,1,470,10%,0.1,47,423,Surly Ice Cream Truck Frameset - 2016
433,2,10,1,1549,20%,0.2,309.8,1239.2,Surly Straggler - 2016
433,3,24,1,550,10%,0.1,55,495,Electra Townie Original 21D - 2016
433,4,4,1,2900,20%,0.2,580,2320,Trek Fuel EX 8 29 - 2016
434,1,21,1,270,5%,0.05,13.5,256.5,Electra Cruiser 1 (24-Inch) - 2016
434,2,20,1,600,10%,0.1,60,540,Electra Townie Original 7D EQ - Women's - 2016
434,3,9,1,3000,20%,0.2,600,2400,Trek Conduit+ - 2016
434,4,11,2,1681,7%,0.07,235.34,3126.66,Surly Straggler 650b - 2016
434,5,18,2,449,5%,0.05,44.9,853.1,Pure Cycles Western 3-Speed - Women's - 2015/2016
435,1,22,1,270,5%,0.05,13.5,256.5,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
435,2,9,1,3000,5%,0.05,150,2850,Trek Conduit+ - 2016
435,3,18,1,449,5%,0.05,22.45,426.55,Pure Cycles Western 3-Speed - Women's - 2015/2016
436,1,3,1,1000,5%,0.05,50,950,Surly Wednesday Frameset - 2016
436,2,23,1,300,20%,0.2,60,240,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
437,1,3,1,1000,5%,0.05,50,950,Surly Wednesday Frameset - 2016
437,2,10,1,1549,5%,0.05,77.45,1471.55,Surly Straggler - 2016
437,3,8,2,1800,5%,0.05,180,3420,Trek Remedy 29 Carbon Frameset - 2016
438,1,4,1,2900,7%,0.07,203,2697,Trek Fuel EX 8 29 - 2016
438,2,22,1,270,10%,0.1,27,243,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
438,3,8,2,1800,5%,0.05,180,3420,Trek Remedy 29 Carbon Frameset - 2016
438,4,13,2,270,5%,0.05,27,513,Electra Cruiser 1 (24-Inch) - 2016
439,1,6,2,470,7%,0.07,65.8,874.2,Surly Ice Cream Truck Frameset - 2016
439,2,7,2,4000,5%,0.05,400,7600,Trek Slash 8 27.5 - 2016
440,1,19,2,449,7%,0.07,62.86,835.14,Pure Cycles William 3-Speed - 2016
440,2,4,2,2900,7%,0.07,406,5394,Trek Fuel EX 8 29 - 2016
441,1,12,1,550,7%,0.07,38.5,511.5,Electra Townie Original 21D - 2016
441,2,15,1,530,10%,0.1,53,477,Electra Moto 1 - 2016
442,1,16,2,600,7%,0.07,84,1116,Electra Townie Original 7D EQ - 2016
442,2,26,2,600,20%,0.2,240,960,Electra Townie Original 7D EQ - 2016
442,3,6,2,470,20%,0.2,188,752,Surly Ice Cream Truck Frameset - 2016
443,1,5,1,1321,5%,0.05,66.05,1254.95,Heller Shagamaw Frame - 2016
443,2,26,1,600,20%,0.2,120,480,Electra Townie Original 7D EQ - 2016
444,1,22,1,270,7%,0.07,18.9,251.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
444,2,15,2,530,7%,0.07,74.2,985.8,Electra Moto 1 - 2016
444,3,20,2,600,5%,0.05,60,1140,Electra Townie Original 7D EQ - Women's - 2016
444,4,16,1,600,10%,0.1,60,540,Electra Townie Original 7D EQ - 2016
444,5,10,2,1549,20%,0.2,619.6,2478.4,Surly Straggler - 2016
445,1,7,1,4000,20%,0.2,800,3200,Trek Slash 8 27.5 - 2016
445,2,16,1,600,7%,0.07,42,558,Electra Townie Original 7D EQ - 2016
445,3,23,1,300,20%,0.2,60,240,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
446,1,22,1,270,20%,0.2,54,216,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
446,2,16,2,600,7%,0.07,84,1116,Electra Townie Original 7D EQ - 2016
447,1,4,2,2900,5%,0.05,290,5510,Trek Fuel EX 8 29 - 2016
447,2,3,1,1000,10%,0.1,100,900,Surly Wednesday Frameset - 2016
447,3,8,1,1800,7%,0.07,126,1674,Trek Remedy 29 Carbon Frameset - 2016
448,1,13,2,270,5%,0.05,27,513,Electra Cruiser 1 (24-Inch) - 2016
448,2,6,2,470,5%,0.05,47,893,Surly Ice Cream Truck Frameset - 2016
449,1,17,2,429,5%,0.05,42.9,815.1,Pure Cycles Vine 8-Speed - 2016
449,2,2,1,750,5%,0.05,37.5,712.5,Ritchey Timberwolf Frameset - 2016
